author,category,Year of publishing,grade,institution,isbn,lang,link,pages,pages_displayed,price,char_len_ref,subject,tags,text_len,title
"Rauhaus, Daniel Johannes (Autor:in)",Hausarbeit,1997,none,Albert-Ludwigs-Universität Freiburg,9783638074148,de,https://www.hausarbeiten.de/document/94734,12,12 von 12 Seiten X- nach oben,Kostenlos,812,Germanistik - Neuere Deutsche Literatur, Funktion Sexualität Essen Wolfgang Koeppens Roman Einführung Studium Literatur Dorothee Kimmich ,25695,"Die Funktion von Sexualität und Essen in Wolfgang Koeppens Roman ""Der Tod in Rom"""
Florian Rieger (Autor:in),Seminararbeit,1997,none,Rheinisch-Westfälische Technische Hochschule Aachen,9783638074162,de,https://www.hausarbeiten.de/document/94736,13,13 von 13 Seiten X- nach oben,Kostenlos,1649,Germanistik - Neuere Deutsche Literatur, Halt`s Maul Gesellschaftsbild Zweite Programm Arno Schmidt Eberhard Schlotter Proseminar Arno Schmidts Prosa Jahre Seminarleiter Reinhard Kiefer ,44722,"""Halt`s Maul und mach was!!!"" Das satirische Gesellschaftsbild in ""Das Zweite Programm"" von Arno Schmidt und Eberhard Schlotter"
Philipp von Melle (Autor:in),Hausarbeit,1999,2,Rheinische Friedrich-Wilhelms-Universität Bonn,9783638074179,de,https://www.hausarbeiten.de/document/94737,13,13 von 13 Seiten X- nach oben,Kostenlos,1391,Germanistik - Neuere Deutsche Literatur, Goethes Farbenlehre Naturwissenschaft ,36094,Goethes Farbenlehre und die Naturwissenschaft
Arne Langner (Autor:in),Seminararbeit,1999,"2,0",Universität Trier,9783638074186,de,https://www.hausarbeiten.de/document/94738,16,16 von 16 Seiten X- nach oben,Kostenlos,2538,Germanistik - Linguistik, Fernsehen Wahlkampf Effekte Politiker Wähler Seminar Wahlwerbung Aktuelle Formen Fernsehen Leitung Priv Ulrich Püschel ,50993,Fernsehen im Wahlkampf - Effekte für Politiker und Wähler
Christian Suhrbier (Autor:in),Seminararbeit,1999,none,none,9783638074209,de,https://www.hausarbeiten.de/document/94740,12,12 von 12 Seiten X- nach oben,Kostenlos,1467,Germanistik - Neuere Deutsche Literatur, Darstellung Schizophrenie Georg Büchners Erzählung Lenz Proseminar Tobende Melancholiker Somnambule Irre-Sein Literatur Medizin Jahrhundert Deutschland ,21848,"Die Darstellung der Schizophrenie in Georg Büchners Erzählung ""Lenz"""
Florian Speer (Autor:in),Referat (Ausarbeitung),1995,none,none,9783638074216,de,https://www.hausarbeiten.de/document/94741,27,27 von 27 Seiten X- nach oben,Kostenlos,2105,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Werk Walthers Vogelweide Mittelalters ,52849,Das Werk Walthers von der Vogelweide in der Überlieferung des Mittelalters
Daniela Groß (Autor:in),Hausarbeit (Hauptseminar),1998,2-3,Ruprecht-Karls-Universität Heidelberg,9783638074223,de,https://www.hausarbeiten.de/document/94742,22,22 von 22 Seiten X- nach oben,Kostenlos,1212,Germanistik - Linguistik, Rhetorik Anzeigenwerbung Eine Untersuchung Stilistik Hauptseminar Rhetorik Geschichte System Germanistisches Seminar Leitung Andreas Gardt ,44627,Rhetorik in der Anzeigenwerbung - Eine Untersuchung zur rhetorischen Stilistik
Tim Heptner (Autor:in),Hausarbeit,1999,none,Philipps-Universität Marburg,9783638074261,de,https://www.hausarbeiten.de/document/94746,33,33 von 33 Seiten X- nach oben,Kostenlos,3106,Germanistik - Neuere Deutsche Literatur, Elias Canettis Spiegel Romans Blendung ,78821,"Elias Canettis autobiographisches Ich im Spiegel seines Romans ""Die Blendung"""
Jens Buchholz (Autor:in),Hausarbeit,2000,gut,Georg-August-Universität Göttingen,9783638074278,de,https://www.hausarbeiten.de/document/94747,11,11 von 11 Seiten X- nach oben,Kostenlos,291,Germanistik - Neuere Deutsche Literatur, Zukunftsperspektiven Werken Wolfgang Borcherts Erzählung Könige Thema Die drei dunklen Könige ,25248,"Zukunftsperspektiven in den Werken Wolfgang Borcherts (Untersucht an der Erzählung ""Die drei dunklen Könige"")"
Florian Speer (Autor:in),Hausarbeit,1994,none,Bergische Universität Wuppertal,9783638074285,de,https://www.hausarbeiten.de/document/94748,30,30 von 30 Seiten X- nach oben,Kostenlos,1841,Germanistik - Linguistik, Entwicklungsstufen Lateinischen Schrift Beginn Buchdrucks ,48619,Entwicklungsstufen der Lateinischen Schrift bis zum Beginn des Buchdrucks
Sven Krueger (Autor:in),Referat (Ausarbeitung),1999,none,Freie Universität Berlin,9783638074346,de,https://www.hausarbeiten.de/document/94754,13,13 von 13 Seiten X- nach oben,Kostenlos,1488,Germanistik - Neuere Deutsche Literatur, Sonetten Robert Gernhardt Materialien Kritik Gedichtform Ursprungs Ernst Jandl Sonett ,23621,Zu zwei Sonetten: Robert Gernhardt: Materialien zu einer Kritik der bekanntesten Gedichtform italienischen Ursprungs Ernst Jandl: erstes Sonett
Stephan Deister (Autor:in),Hausarbeit,1999,"2,0",none,9783638074353,de,https://www.hausarbeiten.de/document/94755,24,24 von 24 Seiten X- nach oben,Kostenlos,1860,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Verserzählung Reinhart Fuchs Hauptstudiumsseminar Universität Bielefeld Prof Otto Langer ,49837,Die satirsche Verserzählung des Reinhart Fuchs
Florian Stein (Autor:in),Seminararbeit,1999,2-,none,9783638074360,de,https://www.hausarbeiten.de/document/94756,13,13 von 13 Seiten X- nach oben,Kostenlos,468,Germanistik - Neuere Deutsche Literatur, Fabel Jahrhundert Proseminar Neuerer Deutscher Literatur Prof Heinz Schlaffer Universität Stuttgart ,27391,Die Fabel im 18ten Jahrhundert
Gergely Takács (Autor:in),Hausarbeit,1999,1,none,9783638074377,de,https://www.hausarbeiten.de/document/94757,10,10 von 10 Seiten X- nach oben,Kostenlos,686,Germanistik - Linguistik, Eine Untersuchung Sprache Metrik Kunst Volksballaden Proseminar Goethe Schiller Balladen ELTE Budapest ,14887,Eine Untersuchung zu Sprache und Metrik von Kunst und Volksballaden
anonymous,Hausarbeit (Hauptseminar),1998,1,none,9783638074391,de,https://www.hausarbeiten.de/document/94759,22,22 von 22 Seiten X- nach oben,Kostenlos,2900,Germanistik - Neuere Deutsche Literatur, Kulturkritik Kontinuität Medienliteratur Beispiel Sherry Turkles Leben Netz Identität Zeitalter Internet Seminar Köln Prof Brenner ,45263,"Kulturkritik und topische Kontinuität in der Medienliteratur am Beispiel von Sherry Turkles ""Leben Im Netz - Identität im Zeitalter des Internet"""
Barbara Schauer (Autor:in),Seminararbeit,1996,2,none,9783638074407,de,https://www.hausarbeiten.de/document/94760,15,14 von 15 Seiten X- nach oben,Kostenlos,266,Germanistik - Neuere Deutsche Literatur, Eßstörungen Thema Jugendbuch Stück Eikenbusch) Hauptseminar Eßritual Identität Essen Literatur ,32421,Eßstörungen als Thema im zeitgenössischen Jugendbuch: Und jeden Tag ein Stück weniger von mir (Gerhard Eikenbusch)
Barbara Schauer (Autor:in),Seminararbeit,1997,3,none,9783638074414,de,https://www.hausarbeiten.de/document/94761,9,9 von 9 Seiten X- nach oben,Kostenlos,583,Germanistik - Neuere Deutsche Literatur, Frauenfiguren Wahlverwandtschaften Hauptseminar Literaturwissenschaft Goethes Pandora Wahlverwandtschaften ,26276,Frauenfiguren in den Wahlverwandtschaften
Judith Markert (Autor:in),Hausarbeit (Hauptseminar),1998,"2,0",none,9783638074421,de,https://www.hausarbeiten.de/document/94762,25,25 von 25 Seiten X- nach oben,Kostenlos,2416,Germanistik - Neuere Deutsche Literatur, Merkmale Gattung Idylle Salomon Geßners Wunsch Hauptseminar Thema Materialien Theorie Müßiggangs Prof Günther Blamberger Köln Thema Merkmale GatttungIdylle Salomon Geßners Wunsch ,50088,"Merkmale der Gattung Idylle anhand Salomon Geßners ""Der Wunsch"""
Thomas Steinhardt (Autor:in),Hausarbeit (Hauptseminar),1998,1,none,9783638074452,de,https://www.hausarbeiten.de/document/94765,26,26 von 26 Seiten X- nach oben,Kostenlos,2485,Germanistik - Neuere Deutsche Literatur, Musil Nietzsche Hauptseminar Titel Robert Musils Mann Eigenschaften` Prof Werner Frick Augsburg) ,47751,Musil und Nietzsche
Rajmund Laczko (Autor:in),Seminararbeit,1997,Benotung,none,9783638074506,de,https://www.hausarbeiten.de/document/94770,6,5 von 6 Seiten X- nach oben,Kostenlos,256,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Nibelungen Lied Strophen Seminar Sprachgeschichte Bereich Sprachgeschichte Janus-Pannonius-Universität ,5904,"Das Nibelungen Lied, Strophen 333. und 334"
Rajmund Laczko (Autor:in),Seminararbeit,1997,none,none,9783638074513,de,https://www.hausarbeiten.de/document/94771,8,8 von 8 Seiten X- nach oben,Kostenlos,187,Germanistik - Neuere Deutsche Literatur, Spiegelbild Frau Elfriede Jelinek Literaturseminar Janus-Pannonius-Universität ,16436,Spiegelbild einer defekten Frau - Elfriede Jelinek
Dirk Wilberg (Autor:in),Seminararbeit,1998,"1,3",Westfälische Wilhelms-Universität Münster,9783638074520,de,https://www.hausarbeiten.de/document/94772,10,10 von 10 Seiten X- nach oben,Kostenlos,1414,Germanistik - Neuere Deutsche Literatur, Fragmente Prosa Matthias Claudius Karfreitagmorgen Impetus Philosophicus Junius Projekten Projektmachern Vorzug Gelehrten Bothe Theil Westfälische Wilhelmsuniversität Münster Institut Philologie Proseminar Kleine Prosa Aufklärung Priv Thomas Althaus ,20846,"Fragmente und kleine Prosa. Matthias Claudius' Am Karfreitagmorgen, Impetus Philosophicus, Was ich wohl mag, Im Junius, Von Projekten und Projektmachern, Über den Vorzug der Gelehrten"
Sonja Wirdeier (Autor:in),Seminararbeit,1998,none,none,9783638074582,de,https://www.hausarbeiten.de/document/94778,12,12 von 12 Seiten X- nach oben,Kostenlos,1119,Germanistik - Neuere Deutsche Literatur, Interpretation Franz Kakfa Gibs Seminar Einführung Literaturwissenschaft ,18530,"Die werkimmanente Interpretation übertragen auf Franz Kakfa ""Gibs auf"""
Carsten Brettschneider (Autor:in),Hausarbeit,1999,1,Christian-Albrechts-Universität Kiel,9783638074612,de,https://www.hausarbeiten.de/document/94781,14,14 von 14 Seiten X- nach oben,Kostenlos,3589,Germanistik - Linguistik, Etymologie Wortgeschichte Lexikographie Wörterbücher Semantik Sprachwissenschaft Germanistik ,55130,Etymologie und Wortgeschichte in sprachhistorischer Lexikographie
Carsten Brettschneider (Autor:in),Seminararbeit,1997,1,Christian-Albrechts-Universität Kiel,9783638074629,de,https://www.hausarbeiten.de/document/94782,21,21 von 21 Seiten X- nach oben,Kostenlos,695,Germanistik - Neuere Deutsche Literatur, Frau Jenny Treibel Besitzbürgertum Bildungsbürgertum Theodor Fontane Roman 1890er Jahre Literaturwissenschaft ,42154,Die Profilierung des Besitz- und Bildungsbürgertums in Frau Jenny Treibel
Sandra Kainzbauer (Autor:in),Seminararbeit,1998,none,none,9783638074681,de,https://www.hausarbeiten.de/document/94788,10,10 von 10 Seiten X- nach oben,Kostenlos,888,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Nibelungenlied Literaturgeschichtsdarstellungen Jahrhunderts Proseminar Einführung Literatur Maria Dorninger ,15040,"Das ""Nibelungenlied"" in ausgewählten Literaturgeschichtsdarstellungen des 19. und 20. Jahrhunderts"
Philipp Müller (Autor:in),Seminararbeit,1999,none,none,9783638074711,de,https://www.hausarbeiten.de/document/94791,57,56 von 57 Seiten X- nach oben,Kostenlos,2745,Germanistik - Neuere Deutsche Literatur, Literatur Jahrhundertwende Merkmale Klassifizierungsbemühungen Frühwerk Stefan Georges Beispiel Kultur ,112172,Literatur der Jahrhundertwende - Merkmale und Klassifizierungsbemühungen und das Frühwerk Stefan Georges als Beispiel
Kirk (Autor:in),Hausarbeit,1999,none,none,9783638074728,de,https://www.hausarbeiten.de/document/94792,11,11 von 11 Seiten X- nach oben,Kostenlos,197,Germanistik - Linguistik, Reportage ,24637,Die Reportage. Nutzen und praktische Anwendung
Kirk (Autor:in),Hausarbeit,1999,none,none,9783638074742,de,https://www.hausarbeiten.de/document/94794,10,10 von 10 Seiten X- nach oben,Kostenlos,861,Germanistik - Linguistik, Begriff Heimat ,19503,"Der Begriff ""Heimat"""
Kirk (Autor:in),Seminararbeit,1999,none,Heinrich-Heine-Universität Düsseldorf,9783638074759,de,https://www.hausarbeiten.de/document/94795,12,12 von 12 Seiten X- nach oben,Kostenlos,652,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Sebastian Brants Narrenschiff Seminar Textinterpretation Schelme Narren Literatur Mittelalters ,21740,"Sebastian Brants ""Narrenschiff"""
anonymous,Seminararbeit,1998,"1,0",none,9783638078955,de,https://www.hausarbeiten.de/document/95216,15,15 von 15 Seiten X- nach oben,Kostenlos,2225,Germanistik - Neuere Deutsche Literatur, Umgang Bild Mitternachtsgedichte Goethe Mörike ,33280,Der Umgang mit einem langlebigen Bild: Mitternachtsgedichte von Goethe und Mörike
Ulli Stegmeyer (Autor:in),Seminararbeit,1998,none,Otto-Friedrich-Universität Bamberg,9783638078962,de,https://www.hausarbeiten.de/document/95217,31,31 von 31 Seiten X- nach oben,Kostenlos,419,Germanistik - Linguistik, Syntaktische Begriffe Relationen ,57568,Syntaktische Begriffe und syntaktische Relationen
Hatice Dilek Özden (Autor:in),Seminararbeit,2000,none,none,9783638078986,de,https://www.hausarbeiten.de/document/95219,15,14 von 15 Seiten X- nach oben,Kostenlos,773,"Germanistik - Literaturgeschichte, Epochen", Renaissance Humanismus ,28902,Renaissance und Humanismus (1470 - 1600)
Florian Rieger (Autor:in),Seminararbeit,1996,none,Rheinisch-Westfälische Technische Hochschule Aachen,9783638078993,de,https://www.hausarbeiten.de/document/95220,20,20 von 20 Seiten X- nach oben,Kostenlos,3122,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Einige Aspekte Herzbegriffes Hartmanns Artusroman Iwein Proseminar Artusstoff Jahrhundert ,49358,Einige Aspekte des Herzbegriffes in Hartmanns von Aue Artusroman 'Iwein'
Florian Rieger (Autor:in),Seminararbeit,1997,none,Rheinisch-Westfälische Technische Hochschule Aachen,9783638079006,de,https://www.hausarbeiten.de/document/95221,17,17 von 17 Seiten X- nach oben,Kostenlos,3147,Germanistik - Linguistik, Liter@rische Geselligkeit Kollektives Schreiben Internet Proseminar Kreatives Schreiben ,39714,Liter@rische Geselligkeit. Kollektives und kreatives Schreiben im Internet
Markus Catenhusen (Autor:in),Seminararbeit,2000,sehr gut,Universität Potsdam,9783638079013,de,https://www.hausarbeiten.de/document/95222,15,15 von 15 Seiten X- nach oben,Kostenlos,284,Germanistik - Neuere Deutsche Literatur, Wolfgang Hilbig Fenster Analyse Versuch Interpretation Seminar Grundkurs Zeitgenössische Gedichtinterpretation ,31305,Wolfgang Hilbig - Das Fenster. Analyse und Versuch einer Interpretation.
Björn Josten (Autor:in),Hausarbeit (Hauptseminar),1999,none,Ruhr-Universität Bochum,9783638079020,de,https://www.hausarbeiten.de/document/95223,16,16 von 16 Seiten X- nach oben,Kostenlos,787,Germanistik - Linguistik, Klassifikation Neologismen Gegenwartssprache Hauptseminar Neologismen Deutschen ,25099,Klassifikation von Neologismen in der deutschen Gegenwartssprache
Oliver-Christian Meuren (Autor:in),Seminararbeit,1999,none,Rheinische Friedrich-Wilhelms-Universität Bonn,9783638082617,de,https://www.hausarbeiten.de/document/95583,15,15 von 15 Seiten X- nach oben,Kostenlos,3860,Germanistik - Linguistik, Kognitive Textsemantik Text Wissenssystem Rheinische Friedrich-Wilhelms-Universität Bonn Germanistisches Seminar Abteilung DeutscheSprache Literatur Linguistisches Proseminar Probleme Textlinguistik Leitung Bernd Niles ,30570,Kognitive Textsemantik - Text als Wissenssystem
Judith Dauster (Autor:in),Seminararbeit,1996,14/15P,none,9783638082662,de,https://www.hausarbeiten.de/document/95588,28,27 von 28 Seiten X- nach oben,Kostenlos,682,Germanistik - Linguistik, Semantisch-pragmatische Analyse Filmausschnitts Linguistik Proseminar ,49687,Semantisch-pragmatische Analyse eines Filmausschnitts
Carsten Raddatz (Autor:in),Seminararbeit,1998,2,Humboldt-Universität zu Berlin,9783638082679,de,https://www.hausarbeiten.de/document/95589,22,22 von 22 Seiten X- nach oben,Kostenlos,784,Germanistik - Linguistik, Können Läden Alfred Schütz` Rahmenerwartungen Konversationsimplikaturtheorie Paul Grice Neuere Ansätze Kommunikations- Handlungstheorie Henri Band Humboldt-UniversitätBerlin Fachgebiet Soziologie Linguistik ,48785,"""Können sie mirsagen, wie spät es ist?"" ""Nun, die Läden haben schon geschlossen. ""Alfred Schütz` Rahmenerwartungen und die Konversationsimplikaturtheorie von H. Paul Grice"
Fin Hellberg (Autor:in),Seminararbeit,1998,2-3,none,9783638082693,de,https://www.hausarbeiten.de/document/95591,8,8 von 8 Seiten X- nach oben,Kostenlos,331,Germanistik - Linguistik, Morpheme ,15173,Übersicht über die Morpheme des Deutschen
Sandra Kainzbauer (Autor:in),Seminararbeit,1998,Sehr Gut,none,9783638082709,de,https://www.hausarbeiten.de/document/95592,24,24 von 24 Seiten X- nach oben,Kostenlos,5460,Germanistik - Linguistik, Kommunikation Hochschule ,58089,Kommunikation an der Hochschule
Philipp Müller (Autor:in),Seminararbeit,1995,none,none,9783638082716,de,https://www.hausarbeiten.de/document/95593,53,53 von 53 Seiten X- nach oben,Kostenlos,2120,Germanistik - Linguistik, Karl Kraus Maximilian Harden Seminar Sprachkritik Bereich Sprache Gesellschaft ,168851,Karl Kraus und Maximilian Harden
Matthias Werner (Autor:in),Seminararbeit,1995,none,none,9783638082730,de,https://www.hausarbeiten.de/document/95595,17,17 von 17 Seiten X- nach oben,Kostenlos,802,Germanistik - Linguistik, Kurt Schumacher Analyse Ansprache Proseminar Einführung Text- Gesprächsanalyse Leitung Inge Häußler ,22481,Kurt Schumacher: Analyse einer Ansprache
Reinhard Schinka (Autor:in),Seminararbeit,1992,none,Technische Universität Berlin,9783638083195,de,https://www.hausarbeiten.de/document/95641,14,14 von 14 Seiten X- nach oben,Kostenlos,9,"Germanistik - Ältere Deutsche Literatur, Mediävistik", Didaktik Wort Bild Narrenschiffs Sebastian Brant Einführung Studium Deutschen Philologie Rathmann Berlin ,23498,"Didaktik in Wort und Bild des ""Narrenschiffs"" von Sebastian Brant"
Irmtraut Neuerburg-Yücel (Autor:in),Seminararbeit,1999,none,none,9783638083201,de,https://www.hausarbeiten.de/document/95642,10,10 von 10 Seiten X- nach oben,Kostenlos,919,Germanistik - Neuere Deutsche Literatur, Hintergrund Minna Barnhelm German Graduate Program Kurs Professor Alexander Arizona State University ,29255,Der historische Hintergrund zu Minna von Barnhelm
Irmtraut Neuerburg-Yücel (Autor:in),Seminararbeit,1998,A,none,9783638083225,de,https://www.hausarbeiten.de/document/95644,10,10 von 10 Seiten X- nach oben,Kostenlos,395,Germanistik - Neuere Deutsche Literatur, Dichter Stadt Meer Theodor Woldsen Storm Fach Survey German Literature University Central Florida Orlando Professor Finley Taylor ,19730,Der Dichter aus der grauen Stadt am Meer - Theodor Woldsen Storm (1817-1888)
Sabine Mosbach (Autor:in),Seminararbeit,1999,none,none,9783638084253,de,https://www.hausarbeiten.de/document/95747,26,26 von 26 Seiten X- nach oben,Kostenlos,921,Germanistik - Neuere Deutsche Literatur, Brentano Basile Grimm Musäus-europäische Kunstmärchen Vergleich ,42103,"Brentano, Basile, Grimm, Musäus-europäische Kunstmärchen im Vergleich"
